Category,Product,Month/Year,Projected Sales,Actual Sales,Actual Purchases
Electronics,Product_47,Apr/2022,923,834,749
Electronics,Product_47,May/2022,1667,1726,1762
Electronics,Product_47,May/2022,1075,1326,1269
Electronics,Product_47,Jun/2022,1162,1161,1135
Electronics,Product_47,Jul/2022,1672,1645,1676
Electronics,Product_47,Aug/2022,1891,1688,1622
Electronics,Product_47,Sep/2022,1342,1102,1072
Electronics,Product_47,Oct/2022,1843,1672,1751
Electronics,Product_47,Nov/2022,771,726,663
Electronics,Product_47,Dec/2022,1956,1985,1948
Electronics,Product_47,Jan/2023,1884,1986,2011
Electronics,Product_47,Feb/2023,791,1082,1143
Electronics,Product_47,Mar/2023,1050,1174,1170
Electronics,Product_47,Apr/2023,1425,1202,1264
Electronics,Product_47,May/2023,690,802,833
Electronics,Product_47,Jun/2023,1069,1146,1162
Electronics,Product_47,Jul/2023,1499,1534,1582
Electronics,Product_47,Aug/2023,505,300,387
Electronics,Product_47,Sep/2023,1438,1504,1420
Electronics,Product_47,Oct/2023,1594,1701,1656
Electronics,Product_47,Nov/2023,1379,1295,1321
Sports,Product_48,Jan/2022,1049,1079,1051
Sports,Product_48,Jan/2022,1191,1451,1498
Sports,Product_48,Mar/2022,767,1046,1070
Sports,Product_48,Apr/2022,1203,952,863
Sports,Product_48,May/2022,703,873,777
Sports,Product_48,May/2022,754,615,627
Sports,Product_48,Jun/2022,1434,1134,1143
Sports,Product_48,Jul/2022,914,749,815
Sports,Product_48,Aug/2022,1118,980,950
Sports,Product_48,Sep/2022,691,760,724
Sports,Product_48,Oct/2022,668,748,818
Sports,Product_48,Nov/2022,1828,1697,1610
Sports,Product_48,Dec/2022,1311,1323,1408
Sports,Product_48,Jan/2023,1932,1871,1880
Sports,Product_48,Feb/2023,1842,1635,1715
Sports,Product_48,Mar/2023,694,395,349
Sports,Product_48,Apr/2023,1476,1255,1188
Sports,Product_48,May/2023,1715,1646,1678
Sports,Product_48,Jun/2023,1892,2047,1949
Sports,Product_48,Jul/2023,516,567,497
Sports,Product_48,Aug/2023,1364,1199,1221
Sports,Product_48,Sep/2023,645,579,577
Sports,Product_48,Oct/2023,682,486,412
Sports,Product_48,Nov/2023,1141,1217,1193
Electronics,Product_49,Jan/2022,780,871,969
Electronics,Product_49,Jan/2022,772,618,535
Electronics,Product_49,Mar/2022,1586,1862,1764
Electronics,Product_49,Apr/2022,1749,1617,1629
Electronics,Product_49,May/2022,1219,1137,1197
Electronics,Product_49,May/2022,810,931,988
Electronics,Product_49,Jun/2022,1906,2059,2014
Electronics,Product_49,Jul/2022,677,479,414
Electronics,Product_49,Aug/2022,752,845,834
Electronics,Product_49,Sep/2022,1379,1401,1336
Electronics,Product_49,Oct/2022,1007,990,1055
Electronics,Product_49,Nov/2022,672,626,667
Electronics,Product_49,Dec/2022,1730,1721,1820
Electronics,Product_49,Jan/2023,1914,1641,1709
Electronics,Product_49,Feb/2023,1117,1027,1059
Electronics,Product_49,Mar/2023,1742,1963,1911
Electronics,Product_49,Apr/2023,1302,1304,1369
Electronics,Product_49,May/2023,611,556,582
Electronics,Product_49,Jun/2023,1290,1105,1066
Electronics,Product_49,Jul/2023,1523,1295,1330
Electronics,Product_49,Aug/2023,524,593,574
Electronics,Product_49,Sep/2023,770,866,911
Electronics,Product_49,Oct/2023,1361,1435,1474
Electronics,Product_49,Nov/2023,1898,1774,1869
Books,Product_50,Jan/2022,1464,1238,1142
Books,Product_50,Jan/2022,1702,1471,1374
Books,Product_50,Mar/2022,1036,956,866
Books,Product_50,Apr/2022,623,730,759
Books,Product_50,May/2022,1086,1299,1395
Books,Product_50,May/2022,1350,1483,1562
Books,Product_50,Jun/2022,1323,1107,1170
Books,Product_50,Jul/2022,1598,1848,1905
Books,Product_50,Aug/2022,812,796,717
Books,Product_50,Sep/2022,1134,914,944
Books,Product_50,Oct/2022,916,775,812
Books,Product_50,Nov/2022,1169,1269,1319
Books,Product_50,Dec/2022,1799,1566,1545
Books,Product_50,Jan/2023,1930,2077,2163
Books,Product_50,Feb/2023,988,747,709
Books,Product_50,Mar/2023,676,820,749
Books,Product_50,Apr/2023,1428,1184,1163
Books,Product_50,May/2023,1864,1743,1673
Books,Product_50,Jun/2023,525,365,444
Books,Product_50,Jul/2023,523,390,417
Books,Product_50,Aug/2023,1210,1445,1477
Books,Product_50,Sep/2023,1976,1941,1883
Books,Product_50,Oct/2023,1261,1090,1181
Books,Product_50,Nov/2023,1050,870,967
Clothing,Product_51,Jan/2022,560,603,612
Clothing,Product_51,Jan/2022,1057,1293,1209
Clothing,Product_51,Mar/2022,1038,1328,1388
Clothing,Product_51,Apr/2022,657,865,881
Clothing,Product_51,May/2022,1546,1614,1528
Clothing,Product_51,May/2022,1523,1803,1745
Clothing,Product_51,Jun/2022,1253,1114,1079
Clothing,Product_51,Jul/2022,710,997,1069
Clothing,Product_51,Aug/2022,1980,1798,1756
Clothing,Product_51,Sep/2022,1542,1244,1155
Clothing,Product_51,Oct/2022,525,475,386
Clothing,Product_51,Nov/2022,1466,1538,1536
Clothing,Product_51,Dec/2022,807,690,599
Clothing,Product_51,Jan/2023,1632,1761,1718
Clothing,Product_51,Feb/2023,1159,1113,1119
Clothing,Product_51,Mar/2023,1975,2002,1971
Clothing,Product_51,Apr/2023,659,944,939
Clothing,Product_51,May/2023,744,958,1030
Clothing,Product_51,Jun/2023,607,490,447
Clothing,Product_51,Jul/2023,1556,1303,1305
Clothing,Product_51,Aug/2023,641,817,789
Clothing,Product_51,Sep/2023,1136,1171,1093
Clothing,Product_51,Oct/2023,1632,1799,1701
Clothing,Product_51,Nov/2023,1255,1160,1134
Books,Product_52,Jan/2022,1654,1665,1754
Books,Product_52,Jan/2022,1775,1723,1741
Books,Product_52,Mar/2022,1254,1459,1556
Books,Product_52,Apr/2022,900,1159,1253
Books,Product_52,May/2022,1002,856,757
Books,Product_52,May/2022,1339,1063,1022
Books,Product_52,Jun/2022,1609,1663,1725
Books,Product_52,Jul/2022,1920,1629,1614
Books,Product_52,Aug/2022,502,587,675
Books,Product_52,Sep/2022,1989,2003,1929
Books,Product_52,Oct/2022,920,1162,1122
Books,Product_52,Nov/2022,1359,1562,1477
Books,Product_52,Dec/2022,791,777,700
Books,Product_52,Jan/2023,589,526,559
Books,Product_52,Feb/2023,1345,1426,1443
Books,Product_52,Mar/2023,673,967,891
Books,Product_52,Apr/2023,1535,1371,1434
Books,Product_52,May/2023,1307,1083,1134
Books,Product_52,Jun/2023,1662,1425,1436
Books,Product_52,Jul/2023,1856,1689,1649
Books,Product_52,Aug/2023,1097,1064,1044
Books,Product_52,Sep/2023,1304,1338,1319
Books,Product_52,Oct/2023,1427,1405,1364
Books,Product_52,Nov/2023,652,559,493
Clothing,Product_53,Jan/2022,1697,1508,1447
Clothing,Product_53,Jan/2022,716,584,599
Clothing,Product_53,Mar/2022,1454,1475,1479
Clothing,Product_53,Apr/2022,747,995,986
Clothing,Product_53,May/2022,925,1087,1065
Clothing,Product_53,May/2022,1448,1419,1349
Clothing,Product_53,Jun/2022,685,546,621
Clothing,Product_53,Jul/2022,1123,864,819
Clothing,Product_53,Aug/2022,1171,1022,945
Clothing,Product_53,Sep/2022,1956,1910,1901
Clothing,Product_53,Oct/2022,1311,1536,1448
Clothing,Product_53,Nov/2022,1886,1892,1858
Clothing,Product_53,Dec/2022,856,587,590
Clothing,Product_53,Jan/2023,1426,1695,1786
Clothing,Product_53,Feb/2023,1626,1581,1505
Clothing,Product_53,Mar/2023,1446,1250,1185
Clothing,Product_53,Apr/2023,748,460,375
Clothing,Product_53,May/2023,955,788,738
Clothing,Product_53,Jun/2023,1320,1401,1476
Clothing,Product_53,Jul/2023,1790,1576,1625
Clothing,Product_53,Aug/2023,1700,1665,1584
Clothing,Product_53,Sep/2023,544,310,260
Clothing,Product_53,Oct/2023,1822,1976,1908
Clothing,Product_53,Nov/2023,688,727,658
Books,Product_54,Jan/2022,587,759,671
Books,Product_54,Jan/2022,844,1131,1141
Books,Product_54,Mar/2022,1983,2087,2114
Books,Product_54,Apr/2022,560,651,725
Books,Product_54,May/2022,1373,1249,1239
Books,Product_54,May/2022,939,830,800
Books,Product_54,Jun/2022,1073,1229,1167
Books,Product_54,Jul/2022,570,521,586
Books,Product_54,Aug/2022,1104,1314,1319
Books,Product_54,Sep/2022,1627,1817,1732
Books,Product_54,Oct/2022,679,665,663
Books,Product_54,Nov/2022,781,910,861
Books,Product_54,Dec/2022,1816,2054,2017
Books,Product_54,Jan/2023,1791,2047,1951
Books,Product_54,Feb/2023,1283,1350,1372
Books,Product_54,Mar/2023,1615,1811,1799
Books,Product_54,Apr/2023,1658,1872,1854
Books,Product_54,May/2023,1295,1271,1217
Books,Product_54,Jun/2023,553,579,631
Books,Product_54,Jul/2023,948,678,777
Books,Product_54,Aug/2023,1075,834,854
Books,Product_54,Sep/2023,1584,1650,1746
Books,Product_54,Oct/2023,1696,1634,1574
Books,Product_54,Nov/2023,705,658,726
Home & Kitchen,Product_55,Jan/2022,993,965,1001
Home & Kitchen,Product_55,Jan/2022,614,538,585
Home & Kitchen,Product_55,Mar/2022,1295,1358,1302
Home & Kitchen,Product_55,Apr/2022,860,802,853
Home & Kitchen,Product_55,May/2022,1151,1218,1269
Home & Kitchen,Product_55,May/2022,557,617,662
Home & Kitchen,Product_55,Jun/2022,1654,1499,1543
Home & Kitchen,Product_55,Jul/2022,885,1089,1127
Home & Kitchen,Product_55,Aug/2022,1132,1011,1036
Home & Kitchen,Product_55,Sep/2022,577,369,283
Home & Kitchen,Product_55,Oct/2022,976,900,805
Home & Kitchen,Product_55,Nov/2022,1578,1767,1667
Home & Kitchen,Product_55,Dec/2022,1179,1085,1018
Home & Kitchen,Product_55,Jan/2023,1197,1078,1060
Home & Kitchen,Product_55,Feb/2023,621,343,280
Home & Kitchen,Product_55,Mar/2023,1701,1546,1644
Home & Kitchen,Product_55,Apr/2023,727,965,958
Home & Kitchen,Product_55,May/2023,648,730,810
Home & Kitchen,Product_55,Jun/2023,1856,1961,2011
Home & Kitchen,Product_55,Jul/2023,706,750,727
Home & Kitchen,Product_55,Aug/2023,1160,999,939
Home & Kitchen,Product_55,Sep/2023,1999,2146,2209
Home & Kitchen,Product_55,Oct/2023,1497,1521,1465
Home & Kitchen,Product_55,Nov/2023,1948,2223,2300
Electronics,Product_56,Jan/2022,1756,1821,1778
Electronics,Product_56,Jan/2022,1863,1742,1738
Electronics,Product_56,Mar/2022,1128,1129,1061
Electronics,Product_56,Apr/2022,863,564,643
Electronics,Product_56,May/2022,1673,1773,1870
Electronics,Product_56,May/2022,1662,1395,1341
Electronics,Product_56,Jun/2022,1733,1758,1814
Electronics,Product_56,Jul/2022,952,1231,1157
Electronics,Product_56,Aug/2022,1516,1360,1344
Electronics,Product_56,Sep/2022,659,602,590
Electronics,Product_56,Oct/2022,1154,1025,1087
Electronics,Product_56,Nov/2022,681,724,738
Electronics,Product_56,Dec/2022,523,494,447
Electronics,Product_56,Jan/2023,1011,780,769
Electronics,Product_56,Feb/2023,1025,835,919
Electronics,Product_56,Mar/2023,502,251,249
Electronics,Product_56,Apr/2023,1397,1526,1468
Electronics,Product_56,May/2023,1347,1551,1547
Electronics,Product_56,Jun/2023,1219,1478,1474
Electronics,Product_56,Jul/2023,707,897,944
Electronics,Product_56,Aug/2023,1833,1763,1704
Electronics,Product_56,Sep/2023,1424,1199,1107
Electronics,Product_56,Oct/2023,1103,823,804
Electronics,Product_56,Nov/2023,1034,841,759
Electronics,Product_57,Jan/2022,1200,1074,1070
Electronics,Product_57,Jan/2022,829,605,645
Electronics,Product_57,Mar/2022,690,736,788
Electronics,Product_57,Apr/2022,1756,1950,2030
Electronics,Product_57,May/2022,563,704,771
Electronics,Product_57,May/2022,837,981,921
Electronics,Product_57,Jun/2022,609,412,396
Electronics,Product_57,Jul/2022,920,814,818
Electronics,Product_57,Aug/2022,1927,2194,2278
Electronics,Product_57,Sep/2022,1994,2247,2214
Electronics,Product_57,Oct/2022,1852,1840,1816
Electronics,Product_57,Nov/2022,986,784,696
Electronics,Product_57,Dec/2022,1304,1589,1629
Electronics,Product_57,Jan/2023,1505,1362,1275
Electronics,Product_57,Feb/2023,1238,941,950
Electronics,Product_57,Mar/2023,679,680,749
Electronics,Product_57,Apr/2023,1780,1971,1922
Electronics,Product_57,May/2023,698,424,376
Electronics,Product_57,Jun/2023,849,847,767
Electronics,Product_57,Jul/2023,1469,1287,1265
Electronics,Product_57,Aug/2023,1314,1496,1521
Electronics,Product_57,Sep/2023,1853,1824,1747
Electronics,Product_57,Oct/2023,1814,2071,2070
Electronics,Product_57,Nov/2023,878,957,954
Home & Kitchen,Product_58,Jan/2022,1256,1147,1161
Home & Kitchen,Product_58,Jan/2022,591,560,572
Home & Kitchen,Product_58,Mar/2022,1452,1421,1378
Home & Kitchen,Product_58,Apr/2022,1050,1327,1242
Home & Kitchen,Product_58,May/2022,809,608,529
Home & Kitchen,Product_58,May/2022,1868,1920,1958
Home & Kitchen,Product_58,Jun/2022,1347,1279,1320
Home & Kitchen,Product_58,Jul/2022,624,720,753
Home & Kitchen,Product_58,Aug/2022,1357,1605,1680
Home & Kitchen,Product_58,Sep/2022,1472,1758,1718
Home & Kitchen,Product_58,Oct/2022,1475,1481,1401
Home & Kitchen,Product_58,Nov/2022,1308,1043,1071
Home & Kitchen,Product_58,Dec/2022,1669,1898,1944
Home & Kitchen,Product_58,Jan/2023,1887,1737,1667
Home & Kitchen,Product_58,Feb/2023,1419,1296,1238
Home & Kitchen,Product_58,Mar/2023,933,830,762
Home & Kitchen,Product_58,Apr/2023,587,720,640
Home & Kitchen,Product_58,May/2023,1899,2044,1995
Home & Kitchen,Product_58,Jun/2023,1784,1635,1687
Home & Kitchen,Product_58,Jul/2023,1028,1055,1141
Home & Kitchen,Product_58,Aug/2023,637,426,425
Home & Kitchen,Product_58,Sep/2023,1639,1745,1786
Home & Kitchen,Product_58,Oct/2023,1167,1149,1182
Home & Kitchen,Product_58,Nov/2023,1438,1150,1229
Clothing,Product_59,Jan/2022,1776,2011,2111
Clothing,Product_59,Jan/2022,1359,1174,1180
Clothing,Product_59,Mar/2022,806,657,702
Clothing,Product_59,Apr/2022,1704,2000,2094
Clothing,Product_59,May/2022,705,513,557
Clothing,Product_59,May/2022,706,698,735
Clothing,Product_59,Jun/2022,1204,1324,1291
Clothing,Product_59,Jul/2022,1284,1481,1527
Clothing,Product_59,Aug/2022,1747,1931,1840
Clothing,Product_59,Sep/2022,852,834,837
Clothing,Product_59,Oct/2022,794,905,814
Clothing,Product_59,Nov/2022,1310,1349,1425
Clothing,Product_59,Dec/2022,986,736,826
Clothing,Product_59,Jan/2023,1473,1448,1443
Clothing,Product_59,Feb/2023,541,586,563
Clothing,Product_59,Mar/2023,1136,1123,1148
Clothing,Product_59,Apr/2023,1925,1725,1683
Clothing,Product_59,May/2023,775,782,872
Clothing,Product_59,Jun/2023,1407,1435,1403
Clothing,Product_59,Jul/2023,1992,2118,2172
Clothing,Product_59,Aug/2023,1822,1613,1561
Clothing,Product_59,Sep/2023,1404,1320,1324
Clothing,Product_59,Oct/2023,1492,1720,1715
Clothing,Product_59,Nov/2023,615,842,782
Electronics,Product_60,Jan/2022,634,652,733
Electronics,Product_60,Jan/2022,1537,1650,1584
Electronics,Product_60,Mar/2022,1573,1855,1762
Electronics,Product_60,Apr/2022,855,752,703
Electronics,Product_60,May/2022,618,573,481
Electronics,Product_60,May/2022,1434,1185,1177
Electronics,Product_60,Jun/2022,1943,1846,1816
Electronics,Product_60,Jul/2022,1254,1429,1458
Electronics,Product_60,Aug/2022,1312,1138,1212
Electronics,Product_60,Sep/2022,562,509,504
Electronics,Product_60,Oct/2022,1501,1657,1602
Electronics,Product_60,Nov/2022,1471,1771,1812
Electronics,Product_60,Dec/2022,1216,1268,1209
Electronics,Product_60,Jan/2023,1029,821,793
Electronics,Product_60,Feb/2023,556,651,563
Electronics,Product_60,Mar/2023,833,1118,1217
Electronics,Product_60,Apr/2023,938,864,929
Electronics,Product_60,May/2023,961,872,840
Electronics,Product_60,Jun/2023,1834,1953,1984
Electronics,Product_60,Jul/2023,541,250,271
Electronics,Product_60,Aug/2023,770,647,700
Electronics,Product_60,Sep/2023,517,446,410
Electronics,Product_60,Oct/2023,1745,1757,1839
Electronics,Product_60,Nov/2023,1952,1933,1941
Home & Kitchen,Product_61,Jan/2022,1271,1328,1345
Home & Kitchen,Product_61,Jan/2022,1016,939,958
Home & Kitchen,Product_61,Mar/2022,1118,1351,1410
Home & Kitchen,Product_61,Apr/2022,1313,1611,1537
Home & Kitchen,Product_61,May/2022,515,738,807
Home & Kitchen,Product_61,May/2022,1266,1540,1605
Home & Kitchen,Product_61,Jun/2022,1716,1705,1681
Home & Kitchen,Product_61,Jul/2022,1901,1711,1734
Home & Kitchen,Product_61,Aug/2022,630,674,644
Home & Kitchen,Product_61,Sep/2022,1811,1843,1813
Home & Kitchen,Product_61,Oct/2022,1034,1039,987
Home & Kitchen,Product_61,Nov/2022,807,1036,1131
Home & Kitchen,Product_61,Dec/2022,992,750,803
Home & Kitchen,Product_61,Jan/2023,1327,1354,1428
Home & Kitchen,Product_61,Feb/2023,786,512,579
Home & Kitchen,Product_61,Mar/2023,1518,1520,1486
Home & Kitchen,Product_61,Apr/2023,1357,1471,1470
Home & Kitchen,Product_61,May/2023,572,869,950
Home & Kitchen,Product_61,Jun/2023,1671,1565,1552
Home & Kitchen,Product_61,Jul/2023,1987,1914,1989
Home & Kitchen,Product_61,Aug/2023,1594,1781,1852
Home & Kitchen,Product_61,Sep/2023,1234,1453,1429
Home & Kitchen,Product_61,Oct/2023,848,1119,1065
Home & Kitchen,Product_61,Nov/2023,1101,900,920
Electronics,Product_62,Jan/2022,762,726,811
Electronics,Product_62,Jan/2022,1644,1531,1605
Electronics,Product_62,Mar/2022,1187,978,934
Electronics,Product_62,Apr/2022,1227,1155,1245
Electronics,Product_62,May/2022,1128,1258,1242
Electronics,Product_62,May/2022,1261,1227,1276
Electronics,Product_62,Jun/2022,1102,1276,1206
Electronics,Product_62,Jul/2022,1463,1217,1279
Electronics,Product_62,Aug/2022,1695,1989,2047
Electronics,Product_62,Sep/2022,645,828,777
Electronics,Product_62,Oct/2022,1524,1346,1420
Electronics,Product_62,Nov/2022,1281,1523,1499
Electronics,Product_62,Dec/2022,1346,1101,1039
Electronics,Product_62,Jan/2023,781,686,673
Electronics,Product_62,Feb/2023,1338,1621,1638
Electronics,Product_62,Mar/2023,793,816,899
Electronics,Product_62,Apr/2023,869,651,675
Electronics,Product_62,May/2023,1181,1062,1042
Electronics,Product_62,Jun/2023,1799,1558,1459
Electronics,Product_62,Jul/2023,1425,1405,1358
Electronics,Product_62,Aug/2023,845,1135,1230
Electronics,Product_62,Sep/2023,824,1025,1120
Electronics,Product_62,Oct/2023,680,512,569
Electronics,Product_62,Nov/2023,1388,1527,1530
Sports,Product_63,Jan/2022,1378,1566,1564
Sports,Product_63,Jan/2022,509,247,283
Sports,Product_63,Mar/2022,908,990,893
Sports,Product_63,Apr/2022,1159,1402,1350
Sports,Product_63,May/2022,536,240,300
Sports,Product_63,May/2022,1009,940,1017
Sports,Product_63,Jun/2022,1205,1224,1157
Sports,Product_63,Jul/2022,710,802,830
Sports,Product_63,Aug/2022,1705,1718,1660
Sports,Product_63,Sep/2022,633,379,355
Sports,Product_63,Oct/2022,1095,1261,1347
Sports,Product_63,Nov/2022,1565,1801,1787
Sports,Product_63,Dec/2022,1388,1225,1212
Sports,Product_63,Jan/2023,1503,1570,1662
Sports,Product_63,Feb/2023,885,753,756
Sports,Product_63,Mar/2023,539,472,429
Sports,Product_63,Apr/2023,1989,1823,1777
Sports,Product_63,May/2023,544,760,703
Sports,Product_63,Jun/2023,752,827,909
Sports,Product_63,Jul/2023,1832,1570,1566
Sports,Product_63,Aug/2023,1811,1772,1869
Sports,Product_63,Sep/2023,1595,1344,1396
Sports,Product_63,Oct/2023,598,408,475
Sports,Product_63,Nov/2023,540,289,365
Clothing,Product_64,Jan/2022,737,863,876
Clothing,Product_64,Jan/2022,1278,1104,1144
Clothing,Product_64,Mar/2022,1017,1202,1281
Clothing,Product_64,Apr/2022,813,723,800
Clothing,Product_64,May/2022,1904,1613,1590
Clothing,Product_64,May/2022,1361,1164,1233
Clothing,Product_64,Jun/2022,1565,1541,1600
Clothing,Product_64,Jul/2022,1740,1580,1587
Clothing,Product_64,Aug/2022,714,937,1021
Clothing,Product_64,Sep/2022,1765,1585,1557
Clothing,Product_64,Oct/2022,733,541,568
Clothing,Product_64,Nov/2022,906,810,909
Clothing,Product_64,Dec/2022,1038,1273,1224
Clothing,Product_64,Jan/2023,1233,1352,1327
Clothing,Product_64,Feb/2023,828,568,608
Clothing,Product_64,Mar/2023,1516,1428,1504
Clothing,Product_64,Apr/2023,1484,1522,1482
Clothing,Product_64,May/2023,505,218,289
Clothing,Product_64,Jun/2023,682,495,541
Clothing,Product_64,Jul/2023,1870,2075,2013
Clothing,Product_64,Aug/2023,684,907,826
Clothing,Product_64,Sep/2023,1981,1784,1749
Clothing,Product_64,Oct/2023,1819,1755,1771
Clothing,Product_64,Nov/2023,1106,1076,1094
Sports,Product_65,Jan/2022,602,404,348
Sports,Product_65,Jan/2022,580,577,569
Sports,Product_65,Mar/2022,1886,1906,1915
Sports,Product_65,Apr/2022,737,534,628
Sports,Product_65,May/2022,593,302,237
Sports,Product_65,May/2022,1858,1732,1716
Sports,Product_65,Jun/2022,1232,1380,1439
Sports,Product_65,Jul/2022,1049,844,839
Sports,Product_65,Aug/2022,1201,1088,1017
Sports,Product_65,Sep/2022,1320,1429,1445
Sports,Product_65,Oct/2022,1056,1150,1226
Sports,Product_65,Nov/2022,1479,1610,1676
Sports,Product_65,Dec/2022,841,656,589
Sports,Product_65,Jan/2023,1925,1685,1625
Sports,Product_65,Feb/2023,712,838,889
Sports,Product_65,Mar/2023,1488,1770,1843
Sports,Product_65,Apr/2023,1397,1282,1338
Sports,Product_65,May/2023,1277,1344,1400
Sports,Product_65,Jun/2023,559,392,415
Sports,Product_65,Jul/2023,1499,1314,1319
Sports,Product_65,Aug/2023,1402,1149,1065
Sports,Product_65,Sep/2023,1035,1056,959
Sports,Product_65,Oct/2023,1942,2179,2275
Sports,Product_65,Nov/2023,1680,1958,1915
Clothing,Product_66,Jan/2022,1871,1917,1949
Clothing,Product_66,Jan/2022,1571,1368,1378
Clothing,Product_66,Mar/2022,1855,1809,1832
Clothing,Product_66,Apr/2022,1208,1302,1240
Clothing,Product_66,May/2022,1643,1398,1300
Clothing,Product_66,May/2022,1817,1677,1706
Clothing,Product_66,Jun/2022,1461,1668,1610
Clothing,Product_66,Jul/2022,653,856,838
Clothing,Product_66,Aug/2022,993,1031,1002
Clothing,Product_66,Sep/2022,603,822,779
Clothing,Product_66,Oct/2022,1627,1714,1717
Clothing,Product_66,Nov/2022,981,761,778
Clothing,Product_66,Dec/2022,1409,1695,1709
Clothing,Product_66,Jan/2023,680,890,904
Clothing,Product_66,Feb/2023,1147,968,995
Clothing,Product_66,Mar/2023,1838,1556,1482
Clothing,Product_66,Apr/2023,1326,1448,1357
Clothing,Product_66,May/2023,1641,1903,1803
Clothing,Product_66,Jun/2023,686,697,727
Clothing,Product_66,Jul/2023,1651,1562,1629
Clothing,Product_66,Aug/2023,1875,2042,2029
Clothing,Product_66,Sep/2023,1244,999,956
Clothing,Product_66,Oct/2023,1430,1469,1512
Clothing,Product_66,Nov/2023,1769,1953,2036
Home & Kitchen,Product_67,Jan/2022,1845,1917,2000
Home & Kitchen,Product_67,Jan/2022,1426,1242,1166
Home & Kitchen,Product_67,Mar/2022,1849,1776,1676
Home & Kitchen,Product_67,Apr/2022,1199,1262,1324
Home & Kitchen,Product_67,May/2022,1097,1357,1390
Home & Kitchen,Product_67,May/2022,1265,1073,984
Home & Kitchen,Product_67,Jun/2022,836,1040,975
Home & Kitchen,Product_67,Jul/2022,1968,2087,2014
Home & Kitchen,Product_67,Aug/2022,1020,920,868
Home & Kitchen,Product_67,Sep/2022,747,849,804
Home & Kitchen,Product_67,Oct/2022,1436,1331,1414
Home & Kitchen,Product_67,Nov/2022,1192,1002,1095
Home & Kitchen,Product_67,Dec/2022,1348,1095,1157
Home & Kitchen,Product_67,Jan/2023,1876,1702,1799
Home & Kitchen,Product_67,Feb/2023,1422,1590,1658
Home & Kitchen,Product_67,Mar/2023,1706,1922,1856
Home & Kitchen,Product_67,Apr/2023,1521,1225,1260
Home & Kitchen,Product_67,May/2023,599,865,875
Home & Kitchen,Product_67,Jun/2023,1698,1892,1922
Home & Kitchen,Product_67,Jul/2023,862,1154,1098
Home & Kitchen,Product_67,Aug/2023,1996,1827,1753
Home & Kitchen,Product_67,Sep/2023,1293,1322,1351
Home & Kitchen,Product_67,Oct/2023,1287,1415,1470
Home & Kitchen,Product_67,Nov/2023,1918,1872,1842
Clothing,Product_68,Jan/2022,1314,1365,1340
Clothing,Product_68,Jan/2022,1427,1263,1198
Clothing,Product_68,Mar/2022,1345,1569,1545
Clothing,Product_68,Apr/2022,1936,2196,2176
Clothing,Product_68,May/2022,1957,2223,2284
Clothing,Product_68,May/2022,945,850,803
Clothing,Product_68,Jun/2022,1778,1775,1850
Clothing,Product_68,Jul/2022,1207,1042,1123
Clothing,Product_68,Aug/2022,1831,1713,1741
Clothing,Product_68,Sep/2022,1611,1641,1722
Clothing,Product_68,Oct/2022,736,796,839
Clothing,Product_68,Nov/2022,1483,1779,1825
Clothing,Product_68,Dec/2022,1866,1993,2065
Clothing,Product_68,Jan/2023,1593,1585,1593
Clothing,Product_68,Feb/2023,526,761,688
Clothing,Product_68,Mar/2023,551,641,578
Clothing,Product_68,Apr/2023,608,365,316
Clothing,Product_68,May/2023,1046,910,883
Clothing,Product_68,Jun/2023,1899,1855,1792
Clothing,Product_68,Jul/2023,627,629,581
Clothing,Product_68,Aug/2023,1608,1341,1332
Clothing,Product_68,Sep/2023,1426,1230,1287
Clothing,Product_68,Oct/2023,1883,2158,2115
Clothing,Product_68,Nov/2023,1825,2099,2098
Clothing,Product_69,Jan/2022,986,1209,1309
Clothing,Product_69,Jan/2022,1925,1919,1996
Clothing,Product_69,Mar/2022,1860,1608,1605
Clothing,Product_69,Apr/2022,1293,1419,1494
Clothing,Product_69,May/2022,1140,1405,1318
Clothing,Product_69,May/2022,526,483,434
Clothing,Product_69,Jun/2022,1770,1923,1880
Clothing,Product_69,Jul/2022,1797,1873,1966
Clothing,Product_69,Aug/2022,1705,1964,2053
Clothing,Product_69,Sep/2022,1735,1636,1734
Clothing,Product_69,Oct/2022,1984,1882,1857
Clothing,Product_69,Nov/2022,1419,1300,1374
Clothing,Product_69,Dec/2022,652,543,487
Clothing,Product_69,Jan/2023,1552,1374,1370
Clothing,Product_69,Feb/2023,583,721,692
Clothing,Product_69,Mar/2023,1639,1609,1542
Clothing,Product_69,Apr/2023,829,1127,1092
Clothing,Product_69,May/2023,511,549,568
Clothing,Product_69,Jun/2023,1953,1811,1721
Clothing,Product_69,Jul/2023,814,844,896
Clothing,Product_69,Aug/2023,604,612,637
Clothing,Product_69,Sep/2023,1672,1935,1926
Clothing,Product_69,Oct/2023,649,674,708
Clothing,Product_69,Nov/2023,950,838,871
Home & Kitchen,Product_70,Jan/2022,639,856,796
Home & Kitchen,Product_70,Jan/2022,1351,1607,1644
Home & Kitchen,Product_70,Mar/2022,1326,1120,1109
Home & Kitchen,Product_70,Apr/2022,953,871,940
Home & Kitchen,Product_70,May/2022,1179,1218,1210
Home & Kitchen,Product_70,May/2022,1101,1024,1116
Home & Kitchen,Product_70,Jun/2022,1766,2009,2030
Home & Kitchen,Product_70,Jul/2022,1649,1358,1287
